"Dist Code","Year","State Code","State Name","Dist Name","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)"
"143","2011","10","Rajasthan","Bharatpur","155.3","668.99","4308.0"
"143","2012","10","Rajasthan","Bharatpur","134.78","588.12","4364.0"
"143","2013","10","Rajasthan","Bharatpur","155.13","668.12","4307.0"
"143","2014","10","Rajasthan","Bharatpur","165.75","604.17","3645.0"
"143","2015","10","Rajasthan","Bharatpur","160.07","610.12","3812.0"
"143","2016","10","Rajasthan","Bharatpur","160.51","713.88","4448.0"
"143","2017","10","Rajasthan","Bharatpur","156.37","661.12","4228.0"
"144","1990","10","Rajasthan","Bhilwara","87.35","186.25","2132.0"
"144","1991","10","Rajasthan","Bhilwara","83.18","153.24","1842.0"
"144","1992","10","Rajasthan","Bhilwara","107.92","212.69","1971.0"
"144","1993","10","Rajasthan","Bhilwara","65.84","110.01","1671.0"
"144","1994","10","Rajasthan","Bhilwara","130.92","320.93","2451.0"
"144","1995","10","Rajasthan","Bhilwara","86.67","175.83","2029.0"
"144","1996","10","Rajasthan","Bhilwara","131.2","383.06","2920.0"
"144","1997","10","Rajasthan","Bhilwara","116.09","314.2","2707.0"
"144","1998","10","Rajasthan","Bhilwara","88.28","196.42","2225.0"
"144","1999","10","Rajasthan","Bhilwara","63.64","148.71","2337.0"
"144","2000","10","Rajasthan","Bhilwara","50.38","95.37","1893.0"
"144","2001","10","Rajasthan","Bhilwara","87.69","193.31","2204.0"
"144","2002","10","Rajasthan","Bhilwara","24.42","50.78","2079.0"
"144","2003","10","Rajasthan","Bhilwara","46.4","76.85","1656.0"
"144","2004","10","Rajasthan","Bhilwara","83.39","215.57","2585.0"
"144","2005","10","Rajasthan","Bhilwara","56.0","118.41","2114.0"
"144","2006","10","Rajasthan","Bhilwara","123.81","389.58","3147.0"
"144","2007","10","Rajasthan","Bhilwara","81.58","193.73","2375.0"
"144","2008","10","Rajasthan","Bhilwara","54.38","143.16","2633.0"
"144","2009","10","Rajasthan","Bhilwara","38.38","103.37","2693.0"
"144","2010","10","Rajasthan","Bhilwara","118.78","307.98","2593.0"
"144","2011","10","Rajasthan","Bhilwara","109.58","318.26","2904.0"
"144","2012","10","Rajasthan","Bhilwara","121.79","413.84","3398.0"
"144","2013","10","Rajasthan","Bhilwara","124.47","448.39","3602.0"
"144","2014","10","Rajasthan","Bhilwara","137.22","281.87","2054.0"
"144","2015","10","Rajasthan","Bhilwara","89.64","274.28","3060.0"
"144","2016","10","Rajasthan","Bhilwara","139.8","503.06","3599.0"
"144","2017","10","Rajasthan","Bhilwara","102.8","341.13","3318.0"
"145","1990","10","Rajasthan","Bikaner","25.68","61.0","2375.0"
"145","1991","10","Rajasthan","Bikaner","31.56","57.29","1815.0"
"145","1992","10","Rajasthan","Bikaner","40.1","32.21","803.0"
"145","1993","10","Rajasthan","Bikaner","29.97","22.45","749.0"
"145","1994","10","Rajasthan","Bikaner","35.62","43.18","1212.0"
"145","1995","10","Rajasthan","Bikaner","40.06","65.03","1623.0"
"145","1996","10","Rajasthan","Bikaner","45.01","74.31","1651.0"
"145","1997","10","Rajasthan","Bikaner","51.62","74.91","1451.0"
"145","1998","10","Rajasthan","Bikaner","56.23","115.56","2055.0"
"145","1999","10","Rajasthan","Bikaner","70.63","99.7","1412.0"
"145","2000","10","Rajasthan","Bikaner","44.66","49.1","1099.0"
"145","2001","10","Rajasthan","Bikaner","44.08","77.21","1752.0"
"145","2002","10","Rajasthan","Bikaner","30.79","50.31","1634.0"
"145","2003","10","Rajasthan","Bikaner","35.99","83.09","2309.0"
"145","2004","10","Rajasthan","Bikaner","34.88","73.47","2106.0"
"145","2005","10","Rajasthan","Bikaner","50.16","93.5","1864.0"
"145","2006","10","Rajasthan","Bikaner","52.9","138.03","2609.0"
"145","2007","10","Rajasthan","Bikaner","51.68","72.55","1404.0"
"145","2008","10","Rajasthan","Bikaner","58.93","141.12","2395.0"
"145","2009","10","Rajasthan","Bikaner","55.95","98.72","1764.0"
"145","2010","10","Rajasthan","Bikaner","79.12","233.44","2950.0"
"145","2011","10","Rajasthan","Bikaner","84.18","209.88","2493.0"
"145","2012","10","Rajasthan","Bikaner","94.73","230.36","2432.0"
"145","2013","10","Rajasthan","Bikaner","116.37","287.27","2469.0"
"145","2014","10","Rajasthan","Bikaner","120.35","242.42","2014.0"
"145","2015","10","Rajasthan","Bikaner","114.46","282.01","2464.0"
"145","2016","10","Rajasthan","Bikaner","113.18","282.65","2497.0"
"145","2017","10","Rajasthan","Bikaner","108.3","271.41","2506.0"
"146","1990","10","Rajasthan","Bundi","78.19","192.89","2467.0"
"146","1991","10","Rajasthan","Bundi","74.18","214.33","2889.0"
"146","1992","10","Rajasthan","Bundi","96.03","243.71","2538.0"
"146","1993","10","Rajasthan","Bundi","95.97","167.96","1750.0"
"146","1994","10","Rajasthan","Bundi","105.44","303.34","2877.0"
"146","1995","10","Rajasthan","Bundi","105.65","282.98","2678.0"
"146","1996","10","Rajasthan","Bundi","116.66","379.68","3255.0"
"146","1997","10","Rajasthan","Bundi","118.4","396.31","3347.0"
"146","1998","10","Rajasthan","Bundi","128.95","384.01","2978.0"
"146","1999","10","Rajasthan","Bundi","121.88","269.3","2210.0"
"146","2000","10","Rajasthan","Bundi","103.75","259.18","2498.0"
"146","2001","10","Rajasthan","Bundi","105.01","307.11","2925.0"
"146","2002","10","Rajasthan","Bundi","65.86","161.58","2453.0"
"146","2003","10","Rajasthan","Bundi","102.99","264.09","2564.0"
"146","2004","10","Rajasthan","Bundi","81.2","266.01","3276.0"
"146","2005","10","Rajasthan","Bundi","94.86","287.77","3034.0"
"146","2006","10","Rajasthan","Bundi","111.58","405.52","3634.0"
"146","2007","10","Rajasthan","Bundi","129.89","458.28","3528.0"
"146","2008","10","Rajasthan","Bundi","117.81","429.81","3648.0"
"146","2009","10","Rajasthan","Bundi","107.86","366.09","3394.0"
"146","2010","10","Rajasthan","Bundi","150.24","570.97","3800.0"
"146","2011","10","Rajasthan","Bundi","155.83","707.01","4537.0"
"146","2012","10","Rajasthan","Bundi","154.11","678.06","4400.0"
"146","2013","10","Rajasthan","Bundi","160.29","607.92","3793.0"
"146","2014","10","Rajasthan","Bundi","172.99","368.76","2132.0"
"146","2015","10","Rajasthan","Bundi","154.91","646.2","4171.0"
"146","2016","10","Rajasthan","Bundi","162.25","705.98","4351.0"
"146","2017","10","Rajasthan","Bundi","146.75","605.43","4126.0"
"147","1990","10","Rajasthan","Chittorgarh","75.95","198.8","2618.0"
"147","1991","10","Rajasthan","Chittorgarh","84.67","324.09","3828.0"
"147","1992","10","Rajasthan","Chittorgarh","115.44","320.6","2777.0"
"147","1993","10","Rajasthan","Chittorgarh","78.64","114.72","1459.0"
"147","1994","10","Rajasthan","Chittorgarh","115.5","345.4","2990.0"
"147","1995","10","Rajasthan","Chittorgarh","73.92","153.85","2081.0"
"147","1996","10","Rajasthan","Chittorgarh","127.76","295.37","2312.0"
"147","1997","10","Rajasthan","Chittorgarh","110.15","321.13","2915.0"
"147","1998","10","Rajasthan","Chittorgarh","83.39","201.08","2411.0"
"147","1999","10","Rajasthan","Chittorgarh","89.58","244.68","2731.0"
"147","2000","10","Rajasthan","Chittorgarh","51.5","129.29","2510.0"
"147","2001","10","Rajasthan","Chittorgarh","79.38","225.71","2843.0"
"147","2002","10","Rajasthan","Chittorgarh","36.46","83.12","2280.0"
"147","2003","10","Rajasthan","Chittorgarh","65.01","196.66","3025.0"
"147","2004","10","Rajasthan","Chittorgarh","96.29","266.32","2766.0"
"147","2005","10","Rajasthan","Chittorgarh","92.7","279.34","3013.0"
"147","2006","10","Rajasthan","Chittorgarh","146.89","561.86","3825.0"
"147","2007","10","Rajasthan","Chittorgarh","122.36","330.87","2704.0"
"147","2008","10","Rajasthan","Chittorgarh","84.05","303.33","3609.0"
"147","2009","10","Rajasthan","Chittorgarh","65.08","214.41","3295.0"
"147","2010","10","Rajasthan","Chittorgarh","104.18","420.94","4041.0"
"147","2011","10","Rajasthan","Chittorgarh","110.08","410.19","3726.0"
"147","2012","10","Rajasthan","Chittorgarh","111.86","468.99","4193.0"
"147","2013","10","Rajasthan","Chittorgarh","123.95","499.26","4028.0"
"147","2014","10","Rajasthan","Chittorgarh","144.75","412.37","2849.0"
"147","2015","10","Rajasthan","Chittorgarh","128.12","446.02","3481.0"
"147","2016","10","Rajasthan","Chittorgarh","157.88","637.03","4035.0"
"147","2017","10","Rajasthan","Chittorgarh","153.59","625.98","4076.0"
"148","1990","10","Rajasthan","Churu","1.46","3.46","2370.0"
"148","1991","10","Rajasthan","Churu","2.37","5.97","2519.0"
"148","1992","10","Rajasthan","Churu","2.79","6.39","2290.0"
"148","1993","10","Rajasthan","Churu","4.19","7.19","1716.0"
"148","1994","10","Rajasthan","Churu","3.87","10.14","2620.0"
"148","1995","10","Rajasthan","Churu","4.38","10.95","2500.0"
"148","1996","10","Rajasthan","Churu","8.14","22.3","2740.0"
"148","1997","10","Rajasthan","Churu","24.74","61.85","2500.0"
"148","1998","10","Rajasthan","Churu","19.36","48.16","2488.0"
"148","1999","10","Rajasthan","Churu","23.88","60.65","2540.0"
"148","2000","10","Rajasthan","Churu","17.62","42.31","2401.0"
"148","2001","10","Rajasthan","Churu","11.0","30.73","2794.0"
"148","2002","10","Rajasthan","Churu","12.19","33.03","2710.0"
"148","2003","10","Rajasthan","Churu","11.47","32.04","2793.0"
"148","2004","10","Rajasthan","Churu","13.07","37.11","2839.0"
"148","2005","10","Rajasthan","Churu","16.08","44.4","2761.0"
"148","2006","10","Rajasthan","Churu","15.74","26.82","1704.0"
"148","2007","10","Rajasthan","Churu","17.65","22.63","1282.0"
"148","2008","10","Rajasthan","Churu","17.33","27.85","1607.0"
"148","2009","10","Rajasthan","Churu","22.67","42.53","1876.0"
"148","2010","10","Rajasthan","Churu","27.5","64.77","2355.0"
"148","2011","10","Rajasthan","Churu","24.47","26.11","1067.0"
"148","2012","10","Rajasthan","Churu","29.67","62.14","2094.0"
"148","2013","10","Rajasthan","Churu","33.37","69.91","2095.0"
"148","2014","10","Rajasthan","Churu","32.07","51.94","1620.0"
"148","2015","10","Rajasthan","Churu","32.86","74.16","2257.0"
"148","2016","10","Rajasthan","Churu","35.14","71.74","2041.0"
"148","2017","10","Rajasthan","Churu","33.49","73.28","2188.0"
"149","1990","10","Rajasthan","Dungarpur","28.31","49.33","1742.0"
"149","1991","10","Rajasthan","Dungarpur","23.05","64.32","2790.0"
"149","1992","10","Rajasthan","Dungarpur","29.14","49.4","1695.0"
"149","1993","10","Rajasthan","Dungarpur","27.57","47.53","1724.0"
"149","1994","10","Rajasthan","Dungarpur","35.0","62.82","1795.0"
"149","1995","10","Rajasthan","Dungarpur","26.27","46.98","1788.0"
"149","1996","10","Rajasthan","Dungarpur","36.65","66.15","1805.0"
"149","1997","10","Rajasthan","Dungarpur","37.86","82.38","2176.0"
"149","1998","10","Rajasthan","Dungarpur","38.19","78.22","2048.0"
"149","1999","10","Rajasthan","Dungarpur","21.62","32.11","1485.0"
"149","2000","10","Rajasthan","Dungarpur","10.11","26.75","2646.0"
"149","2001","10","Rajasthan","Dungarpur","23.54","71.32","3030.0"
"149","2002","10","Rajasthan","Dungarpur","9.54","17.63","1848.0"
"149","2003","10","Rajasthan","Dungarpur","33.57","72.45","2158.0"
"149","2004","10","Rajasthan","Dungarpur","37.82","80.87","2138.0"
"149","2005","10","Rajasthan","Dungarpur","35.62","57.41","1612.0"
"149","2006","10","Rajasthan","Dungarpur","40.86","71.33","1746.0"
"149","2007","10","Rajasthan","Dungarpur","41.49","76.14","1835.0"
"149","2008","10","Rajasthan","Dungarpur","18.3","24.53","1340.0"
"149","2009","10","Rajasthan","Dungarpur","36.01","64.07","1779.0"
"149","2010","10","Rajasthan","Dungarpur","37.33","58.1","1556.0"
"149","2011","10","Rajasthan","Dungarpur","45.09","90.79","2014.0"
"149","2012","10","Rajasthan","Dungarpur","45.75","78.53","1717.0"
"149","2013","10","Rajasthan","Dungarpur","47.47","90.48","1906.0"
"149","2014","10","Rajasthan","Dungarpur","46.21","86.77","1878.0"
"149","2015","10","Rajasthan","Dungarpur","43.95","79.3","1804.0"
"149","2016","10","Rajasthan","Dungarpur","46.99","97.79","2081.0"
"149","2017","10","Rajasthan","Dungarpur","47.73","110.6","2317.0"
"150","1990","10","Rajasthan","Ganganagar","316.75","906.83","2863.0"
"150","1991","10","Rajasthan","Ganganagar","301.59","867.76","2877.0"
"150","1992","10","Rajasthan","Ganganagar","379.24","994.62","2623.0"
"150","1993","10","Rajasthan","Ganganagar","173.71","558.33","3214.0"
"150","1994","10","Rajasthan","Ganganagar","207.24","556.77","2687.0"
"150","1995","10","Rajasthan","Ganganagar","225.63","565.91","2508.0"
"150","1996","10","Rajasthan","Ganganagar","230.85","569.87","2469.0"
"150","1997","10","Rajasthan","Ganganagar","253.98","660.65","2601.0"
"150","1998","10","Rajasthan","Ganganagar","265.75","756.66","2847.0"
"150","1999","10","Rajasthan","Ganganagar","267.34","813.06","3041.0"
"150","2000","10","Rajasthan","Ganganagar","218.4","537.03","2459.0"
"150","2001","10","Rajasthan","Ganganagar","213.81","614.2","2873.0"
"150","2002","10","Rajasthan","Ganganagar","154.93","414.54","2676.0"
"150","2003","10","Rajasthan","Ganganagar","173.53","481.91","2777.0"
"150","2004","10","Rajasthan","Ganganagar","149.24","474.37","3179.0"
"150","2005","10","Rajasthan","Ganganagar","191.73","601.03","3135.0"
"150","2006","10","Rajasthan","Ganganagar","192.67","686.23","3562.0"
"150","2007","10","Rajasthan","Ganganagar","202.39","645.52","3189.0"
"150","2008","10","Rajasthan","Ganganagar","213.5","809.14","3790.0"
"150","2009","10","Rajasthan","Ganganagar","202.21","575.62","2847.0"
"150","2010","10","Rajasthan","Ganganagar","236.08","1049.39","4445.0"
"150","2011","10","Rajasthan","Ganganagar","252.69","1001.11","3962.0"
"150","2012","10","Rajasthan","Ganganagar","243.12","937.27","3855.0"
"150","2013","10","Rajasthan","Ganganagar","262.81","1095.61","4169.0"
"150","2014","10","Rajasthan","Ganganagar","256.66","937.04","3651.0"
"150","2015","10","Rajasthan","Ganganagar","274.58","1037.62","3779.0"
"150","2016","10","Rajasthan","Ganganagar","248.34","984.3","3964.0"
"150","2017","10","Rajasthan","Ganganagar","262.11","1059.31","4041.0"
"151","1990","10","Rajasthan","Jaipur","169.43","286.85","1693.0"
"151","1991","10","Rajasthan","Jaipur","126.63","267.79","2115.0"
"151","1992","10","Rajasthan","Jaipur","150.23","344.22","2291.0"
"151","1993","10","Rajasthan","Jaipur","147.3","250.64","1702.0"
"151","1994","10","Rajasthan","Jaipur","143.67","317.5","2210.0"
"151","1995","10","Rajasthan","Jaipur","160.39","336.16","2096.0"
"151","1996","10","Rajasthan","Jaipur","171.38","440.64","2571.0"
"151","1997","10","Rajasthan","Jaipur","192.55","437.89","2274.0"
"151","1998","10","Rajasthan","Jaipur","195.55","391.15","2000.0"
"151","1999","10","Rajasthan","Jaipur","189.09","400.21","2117.0"
"151","2000","10","Rajasthan","Jaipur","170.25","354.1","2080.0"
"151","2001","10","Rajasthan","Jaipur","161.35","496.02","3074.0"
"151","2002","10","Rajasthan","Jaipur","145.8","425.9","2921.0"
"151","2003","10","Rajasthan","Jaipur","157.52","469.5","2981.0"
"151","2004","10","Rajasthan","Jaipur","155.45","464.55","2988.0"
"151","2005","10","Rajasthan","Jaipur","139.82","387.94","2775.0"
"151","2006","10","Rajasthan","Jaipur","136.07","352.37","2590.0"
"151","2007","10","Rajasthan","Jaipur","132.01","288.95","2189.0"
"151","2008","10","Rajasthan","Jaipur","136.79","425.08","3108.0"
"151","2009","10","Rajasthan","Jaipur","139.23","447.5","3214.0"
"151","2010","10","Rajasthan","Jaipur","158.86","590.95","3720.0"
"151","2011","10","Rajasthan","Jaipur","148.08","461.37","3116.0"
"151","2012","10","Rajasthan","Jaipur","151.09","510.28","3377.0"
"151","2013","10","Rajasthan","Jaipur","153.56","473.83","3086.0"
"151","2014","10","Rajasthan","Jaipur","157.65","502.93","3190.0"
"151","2015","10","Rajasthan","Jaipur","150.35","477.12","3173.0"
"151","2016","10","Rajasthan","Jaipur","157.23","569.36","3621.0"
"151","2017","10","Rajasthan","Jaipur","140.9","512.68","3639.0"
"152","1990","10","Rajasthan","Jaisalmer","1.16","2.76","2379.0"
"152","1991","10","Rajasthan","Jaisalmer","2.52","6.33","2512.0"
"152","1992","10","Rajasthan","Jaisalmer","4.09","9.35","2286.0"
"152","1993","10","Rajasthan","Jaisalmer","4.0","6.87","1718.0"
"152","1994","10","Rajasthan","Jaisalmer","4.59","12.01","2617.0"
"152","1995","10","Rajasthan","Jaisalmer","6.26","15.65","2500.0"
"152","1996","10","Rajasthan","Jaisalmer","5.43","14.89","2742.0"
"152","1997","10","Rajasthan","Jaisalmer","8.24","20.6","2500.0"
"152","1998","10","Rajasthan","Jaisalmer","12.24","30.43","2486.0"
"152","1999","10","Rajasthan","Jaisalmer","16.84","42.77","2540.0"
"152","2000","10","Rajasthan","Jaisalmer","11.0","26.43","2403.0"
"152","2001","10","Rajasthan","Jaisalmer","11.45","31.98","2793.0"
"152","2002","10","Rajasthan","Jaisalmer","7.49","20.28","2708.0"
"152","2003","10","Rajasthan","Jaisalmer","5.38","15.02","2792.0"
"152","2004","10","Rajasthan","Jaisalmer","4.82","13.69","2840.0"
"152","2005","10","Rajasthan","Jaisalmer","13.02","35.94","2760.0"
"152","2006","10","Rajasthan","Jaisalmer","13.03","19.2","1474.0"
"152","2007","10","Rajasthan","Jaisalmer","9.7","8.99","927.0"
"152","2008","10","Rajasthan","Jaisalmer","9.52","7.88","828.0"
"152","2009","10","Rajasthan","Jaisalmer","10.77","12.73","1182.0"
"152","2010","10","Rajasthan","Jaisalmer","15.13","51.94","3433.0"
"152","2011","10","Rajasthan","Jaisalmer","14.08","18.4","1307.0"
"152","2012","10","Rajasthan","Jaisalmer","13.42","17.47","1302.0"
"152","2013","10","Rajasthan","Jaisalmer","13.71","18.13","1322.0"
"152","2014","10","Rajasthan","Jaisalmer","10.32","10.02","971.0"
"152","2015","10","Rajasthan","Jaisalmer","12.51","17.43","1393.0"
"152","2016","10","Rajasthan","Jaisalmer","9.99","13.82","1384.0"
"152","2017","10","Rajasthan","Jaisalmer","8.98","16.12","1794.0"
"153","1990","10","Rajasthan","Jalore","48.91","85.1","1740.0"
"153","1991","10","Rajasthan","Jalore","30.8","43.32","1406.0"
"153","1992","10","Rajasthan","Jalore","60.51","76.63","1266.0"
"153","1993","10","Rajasthan","Jalore","45.33","54.04","1192.0"
"153","1994","10","Rajasthan","Jalore","50.1","59.75","1193.0"
"153","1995","10","Rajasthan","Jalore","46.74","74.17","1587.0"
"153","1996","10","Rajasthan","Jalore","36.99","76.15","2059.0"
"153","1997","10","Rajasthan","Jalore","45.89","65.46","1426.0"
"153","1998","10","Rajasthan","Jalore","46.12","77.35","1677.0"
"153","1999","10","Rajasthan","Jalore","41.08","61.67","1501.0"
"153","2000","10","Rajasthan","Jalore","34.34","43.26","1260.0"
"153","2001","10","Rajasthan","Jalore","28.67","37.24","1299.0"
"153","2002","10","Rajasthan","Jalore","29.45","44.96","1527.0"
"153","2003","10","Rajasthan","Jalore","29.46","53.84","1828.0"
"153","2004","10","Rajasthan","Jalore","22.33","37.85","1695.0"
"153","2005","10","Rajasthan","Jalore","22.33","32.65","1462.0"
"153","2006","10","Rajasthan","Jalore","43.35","77.78","1794.0"
"153","2007","10","Rajasthan","Jalore","31.53","54.02","1713.0"
"153","2008","10","Rajasthan","Jalore","23.6","37.11","1572.0"
"153","2009","10","Rajasthan","Jalore","30.97","61.6","1989.0"
"153","2010","10","Rajasthan","Jalore","44.96","80.46","1790.0"
"153","2011","10","Rajasthan","Jalore","29.98","54.29","1811.0"
"153","2012","10","Rajasthan","Jalore","28.38","50.46","1778.0"
"153","2013","10","Rajasthan","Jalore","35.01","77.09","2202.0"
"153","2014","10","Rajasthan","Jalore","32.67","62.25","1905.0"
"153","2015","10","Rajasthan","Jalore","41.04","82.56","2012.0"
"153","2016","10","Rajasthan","Jalore","52.18","101.98","1954.0"
"153","2017","10","Rajasthan","Jalore","46.94","100.7","2145.0"
"154","1990","10","Rajasthan","Jhalawar","44.3","112.12","2531.0"
"154","1991","10","Rajasthan","Jhalawar","44.99","112.63","2503.0"
"154","1992","10","Rajasthan","Jhalawar","47.04","106.17","2257.0"
"154","1993","10","Rajasthan","Jhalawar","49.83","97.32","1953.0"
"154","1994","10","Rajasthan","Jhalawar","51.44","140.23","2726.0"
"154","1995","10","Rajasthan","Jhalawar","46.4","134.04","2889.0"
"154","1996","10","Rajasthan","Jhalawar","59.5","206.37","3468.0"
"154","1997","10","Rajasthan","Jhalawar","54.53","120.13","2203.0"
"154","1998","10","Rajasthan","Jhalawar","55.65","106.6","1916.0"
"154","1999","10","Rajasthan","Jhalawar","74.91","221.78","2961.0"
"154","2000","10","Rajasthan","Jhalawar","45.14","86.36","1913.0"
"154","2001","10","Rajasthan","Jhalawar","48.16","121.6","2525.0"
"154","2002","10","Rajasthan","Jhalawar","21.56","48.08","2230.0"
"154","2003","10","Rajasthan","Jhalawar","34.65","96.2","2776.0"
"154","2004","10","Rajasthan","Jhalawar","49.43","161.19","3261.0"
"154","2005","10","Rajasthan","Jhalawar","37.17","102.95","2770.0"
"154","2006","10","Rajasthan","Jhalawar","72.46","235.18","3246.0"
"154","2007","10","Rajasthan","Jhalawar","57.38","164.46","2866.0"
"154","2008","10","Rajasthan","Jhalawar","58.81","163.67","2783.0"
"154","2009","10","Rajasthan","Jhalawar","67.92","226.61","3336.0"
"154","2010","10","Rajasthan","Jhalawar","70.51","222.29","3153.0"
"154","2011","10","Rajasthan","Jhalawar","87.56","330.75","3777.0"
"154","2012","10","Rajasthan","Jhalawar","86.06","279.02","3242.0"
"154","2013","10","Rajasthan","Jhalawar","106.83","329.96","3089.0"
"154","2014","10","Rajasthan","Jhalawar","112.53","352.79","3135.0"
"154","2015","10","Rajasthan","Jhalawar","102.11","354.56","3472.0"
"154","2016","10","Rajasthan","Jhalawar","109.04","417.55","3829.0"
"154","2017","10","Rajasthan","Jhalawar","102.2","413.26","4044.0"
"155","1990","10","Rajasthan","Jhunjhunu","26.73","62.91","2354.0"
"155","1991","10","Rajasthan","Jhunjhunu","30.62","73.1","2387.0"
"155","1992","10","Rajasthan","Jhunjhunu","32.86","64.77","1971.0"
"155","1993","10","Rajasthan","Jhunjhunu","36.29","50.67","1396.0"
"155","1994","10","Rajasthan","Jhunjhunu","35.02","103.77","2963.0"
"155","1995","10","Rajasthan","Jhunjhunu","37.67","99.59","2644.0"
"155","1996","10","Rajasthan","Jhunjhunu","44.92","157.01","3495.0"
"155","1997","10","Rajasthan","Jhunjhunu","53.38","157.9","2958.0"
"155","1998","10","Rajasthan","Jhunjhunu","60.3","179.32","2974.0"
"155","1999","10","Rajasthan","Jhunjhunu","65.95","141.82","2150.0"
"155","2000","10","Rajasthan","Jhunjhunu","65.93","165.01","2503.0"
"155","2001","10","Rajasthan","Jhunjhunu","55.43","138.03","2490.0"
"155","2002","10","Rajasthan","Jhunjhunu","61.24","209.34","3418.0"
"155","2003","10","Rajasthan","Jhunjhunu","63.46","175.31","2763.0"
"155","2004","10","Rajasthan","Jhunjhunu","59.68","158.61","2658.0"
"155","2005","10","Rajasthan","Jhunjhunu","69.71","211.99","3041.0"
"155","2006","10","Rajasthan","Jhunjhunu","68.35","241.93","3540.0"
"155","2007","10","Rajasthan","Jhunjhunu","75.91","211.84","2791.0"
"155","2008","10","Rajasthan","Jhunjhunu","71.81","253.16","3525.0"
"155","2009","10","Rajasthan","Jhunjhunu","79.52","257.93","3244.0"
"155","2010","10","Rajasthan","Jhunjhunu","79.59","259.96","3266.0"
"155","2011","10","Rajasthan","Jhunjhunu","73.71","250.19","3394.0"
"155","2012","10","Rajasthan","Jhunjhunu","84.44","315.48","3736.0"
"155","2013","10","Rajasthan","Jhunjhunu","86.72","346.47","3995.0"
"155","2014","10","Rajasthan","Jhunjhunu","88.8","358.02","4032.0"
"155","2015","10","Rajasthan","Jhunjhunu","88.34","311.1","3522.0"
"155","2016","10","Rajasthan","Jhunjhunu","86.55","350.09","4045.0"
"155","2017","10","Rajasthan","Jhunjhunu","85.96","340.01","3956.0"
"156","1990","10","Rajasthan","Jodhpur","21.81","37.59","1724.0"
"156","1991","10","Rajasthan","Jodhpur","19.53","32.29","1653.0"
"156","1992","10","Rajasthan","Jodhpur","27.4","52.19","1905.0"
"156","1993","10","Rajasthan","Jodhpur","26.21","32.4","1236.0"
"156","1994","10","Rajasthan","Jodhpur","26.31","57.76","2195.0"
"156","1995","10","Rajasthan","Jodhpur","26.0","55.27","2126.0"
"156","1996","10","Rajasthan","Jodhpur","27.07","61.64","2277.0"
"156","1997","10","Rajasthan","Jodhpur","34.86","59.01","1693.0"
"156","1998","10","Rajasthan","Jodhpur","36.02","77.69","2157.0"
"156","1999","10","Rajasthan","Jodhpur","44.5","55.06","1237.0"
"156","2000","10","Rajasthan","Jodhpur","46.85","101.72","2171.0"
"156","2001","10","Rajasthan","Jodhpur","38.46","104.49","2717.0"
"156","2002","10","Rajasthan","Jodhpur","40.64","80.1","1971.0"
"156","2003","10","Rajasthan","Jodhpur","36.84","93.1","2527.0"
"156","2004","10","Rajasthan","Jodhpur","34.4","76.13","2213.0"
"156","2005","10","Rajasthan","Jodhpur","35.84","75.32","2102.0"
"156","2006","10","Rajasthan","Jodhpur","37.75","76.36","2023.0"
"156","2007","10","Rajasthan","Jodhpur","41.82","86.36","2065.0"
"156","2008","10","Rajasthan","Jodhpur","41.5","81.67","1968.0"
"156","2009","10","Rajasthan","Jodhpur","53.14","132.81","2499.0"
"156","2010","10","Rajasthan","Jodhpur","59.29","149.05","2514.0"
"156","2011","10","Rajasthan","Jodhpur","50.15","136.35","2719.0"
"156","2012","10","Rajasthan","Jodhpur","60.97","133.16","2184.0"
"156","2013","10","Rajasthan","Jodhpur","67.88","152.46","2246.0"
"156","2014","10","Rajasthan","Jodhpur","67.78","130.81","1930.0"
"156","2015","10","Rajasthan","Jodhpur","69.22","136.22","1968.0"
"156","2016","10","Rajasthan","Jodhpur","77.94","180.68","2318.0"
"156","2017","10","Rajasthan","Jodhpur","66.07","150.97","2285.0"
"157","1990","10","Rajasthan","Kota","119.68","136.83","1143.0"
"157","1991","10","Rajasthan","Kota","57.53","199.97","3476.0"
"157","1992","10","Rajasthan","Kota","76.65","219.18","2859.0"
"157","1993","10","Rajasthan","Kota","82.06","131.79","1606.0"
"157","1994","10","Rajasthan","Kota","82.28","161.45","1962.0"
"157","1995","10","Rajasthan","Kota","69.69","178.07","2555.0"
"157","1996","10","Rajasthan","Kota","91.25","252.34","2765.0"
"157","1997","10","Rajasthan","Kota","94.45","257.78","2729.0"
"157","1998","10","Rajasthan","Kota","123.03","312.53","2540.0"
"157","1999","10","Rajasthan","Kota","103.11","318.99","3094.0"
"157","2000","10","Rajasthan","Kota","96.16","241.32","2510.0"
"157","2001","10","Rajasthan","Kota","79.14","227.19","2871.0"
"157","2002","10","Rajasthan","Kota","50.31","141.77","2818.0"
"157","2003","10","Rajasthan","Kota","66.76","191.36","2866.0"
"157","2004","10","Rajasthan","Kota","64.9","220.06","3391.0"
"157","2005","10","Rajasthan","Kota","64.75","209.47","3235.0"
"157","2006","10","Rajasthan","Kota","81.55","296.39","3634.0"
"157","2007","10","Rajasthan","Kota","110.05","398.75","3623.0"
"157","2008","10","Rajasthan","Kota","86.61","320.29","3698.0"
"157","2009","10","Rajasthan","Kota","92.0","325.22","3535.0"
"157","2010","10","Rajasthan","Kota","115.28","411.41","3569.0"
