"Dist Code","Year","State Code","State Name","Dist Name","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)"
"4","1995","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","1996","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","1997","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","1998","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","1999","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","2000","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","2001","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","2002","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","2003","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","2004","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","2005","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","2006","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","2007","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","2008","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","2009","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","2010","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0"
"4","2011","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","2012","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","2013","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","2014","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","2015","14","Chhattisgarh","Bilaspur","0.0","0.0","0.0"
"4","2016","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0"
"4","2017","14","Chhattisgarh","Bilaspur","-1.0","-1.0","-1.0"
"5","1990","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","1991","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","1992","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","1993","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","1994","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","1995","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","1996","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","1997","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","1998","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","1999","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","2000","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","2001","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","2002","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","2003","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","2004","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","2005","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","2006","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","2007","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","2008","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","2009","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","2010","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0"
"5","2011","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","2012","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","2013","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","2014","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","2015","14","Chhattisgarh","Raigarh","0.0","0.0","0.0"
"5","2016","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0"
"5","2017","14","Chhattisgarh","Raigarh","-1.0","-1.0","-1.0"
"6","1990","14","Chhattisgarh","Surguja","0.01","0.0","0.0"
"6","1991","14","Chhattisgarh","Surguja","0.01","0.0","0.0"
"6","1992","14","Chhattisgarh","Surguja","0.01","0.0","0.0"
"6","1993","14","Chhattisgarh","Surguja","0.01","0.0","0.0"
"6","1994","14","Chhattisgarh","Surguja","0.0","0.0","0.0"
"6","1995","14","Chhattisgarh","Surguja","0.0","0.0","0.0"
"6","1996","14","Chhattisgarh","Surguja","0.0","0.0","0.0"
"6","1997","14","Chhattisgarh","Surguja","0.0","0.0","0.0"
"6","1998","14","Chhattisgarh","Surguja","0.0","0.0","0.0"
"6","1999","14","Chhattisgarh","Surguja","0.01","0.0","0.0"
"6","2000","14","Chhattisgarh","Surguja","0.01","0.0","0.0"
"6","2001","14","Chhattisgarh","Surguja","0.01","0.0","0.0"
"6","2002","14","Chhattisgarh","Surguja","0.0","0.0","0.0"
"6","2003","14","Chhattisgarh","Surguja","0.0","0.0","0.0"
"6","2004","14","Chhattisgarh","Surguja","0.0","0.0","0.0"
"6","2005","14","Chhattisgarh","Surguja","0.0","0.0","0.0"
"6","2006","14","Chhattisgarh","Surguja","0.0","0.0","0.0"
"6","2007","14","Chhattisgarh","Surguja","0.0","0.0","0.0"
"6","2008","14","Chhattisgarh","Surguja","0.01","0.01","1000.0"
"6","2009","14","Chhattisgarh","Surguja","0.0","0.0","0.0"
"6","2010","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0"
"6","2011","14","Chhattisgarh","Surguja","0.0","0.0","0.0"
"6","2012","14","Chhattisgarh","Surguja","0.0","0.0","0.0"
"6","2013","14","Chhattisgarh","Surguja","0.0","0.0","0.0"
"6","2014","14","Chhattisgarh","Surguja","0.0","0.0","0.0"
"6","2015","14","Chhattisgarh","Surguja","0.0","0.0","0.0"
"6","2016","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0"
"6","2017","14","Chhattisgarh","Surguja","-1.0","-1.0","-1.0"
"7","1990","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","1991","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","1992","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","1993","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","1994","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","1995","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","1996","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","1997","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","1998","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","1999","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","2000","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","2001","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","2002","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","2003","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","2004","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","2005","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","2006","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","2007","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","2008","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","2009","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","2010","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0"
"7","2011","6","Madhya Pradesh","Jabalpur","-1.0","-1.0","-1.0"
"7","2012","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","2013","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","2014","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","2015","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","2016","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"7","2017","6","Madhya Pradesh","Jabalpur","0.0","0.0","0.0"
"8","1990","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","1991","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","1992","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","1993","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","1994","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","1995","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","1996","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","1997","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","1998","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","1999","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","2000","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","2001","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","2002","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","2003","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","2004","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","2005","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","2006","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","2007","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","2008","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","2009","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","2010","6","Madhya Pradesh","Balaghat","-1.0","-1.0","-1.0"
"8","2011","6","Madhya Pradesh","Balaghat","-1.0","-1.0","-1.0"
"8","2012","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","2013","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","2014","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","2015","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","2016","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"8","2017","6","Madhya Pradesh","Balaghat","0.0","0.0","0.0"
"9","1990","6","Madhya Pradesh","Chhindwara","9.17","3.73","407.0"
"9","1991","6","Madhya Pradesh","Chhindwara","9.78","2.01","206.0"
"9","1992","6","Madhya Pradesh","Chhindwara","9.95","2.54","255.0"
"9","1993","6","Madhya Pradesh","Chhindwara","9.77","4.87","498.0"
"9","1994","6","Madhya Pradesh","Chhindwara","11.2","4.69","419.0"
"9","1995","6","Madhya Pradesh","Chhindwara","13.6","8.4","618.0"
"9","1996","6","Madhya Pradesh","Chhindwara","14.5","3.88","268.0"
"9","1997","6","Madhya Pradesh","Chhindwara","14.6","2.65","182.0"
"9","1998","6","Madhya Pradesh","Chhindwara","15.7","4.15","264.0"
"9","1999","6","Madhya Pradesh","Chhindwara","19.7","5.29","269.0"
"9","2000","6","Madhya Pradesh","Chhindwara","24.8","6.27","253.0"
"9","2001","6","Madhya Pradesh","Chhindwara","28.6","7.48","262.0"
"9","2002","6","Madhya Pradesh","Chhindwara","29.9","7.17","240.0"
"9","2003","6","Madhya Pradesh","Chhindwara","30.5","12.61","413.0"
"9","2004","6","Madhya Pradesh","Chhindwara","30.07","11.43","380.0"
"9","2005","6","Madhya Pradesh","Chhindwara","32.03","13.97","436.0"
"9","2006","6","Madhya Pradesh","Chhindwara","31.1","15.71","505.0"
"9","2007","6","Madhya Pradesh","Chhindwara","28.6","15.1","528.0"
"9","2008","6","Madhya Pradesh","Chhindwara","28.1","16.0","569.0"
"9","2009","6","Madhya Pradesh","Chhindwara","27.5","26.79","974.0"
"9","2010","6","Madhya Pradesh","Chhindwara","28.34","45.23","1596.0"
"9","2011","6","Madhya Pradesh","Chhindwara","27.68","31.93","1154.0"
"9","2012","6","Madhya Pradesh","Chhindwara","33.77","6.6","195.0"
"9","2013","6","Madhya Pradesh","Chhindwara","34.09","6.88","202.0"
"9","2014","6","Madhya Pradesh","Chhindwara","15.0","1.8","120.0"
"9","2015","6","Madhya Pradesh","Chhindwara","44.0","1.8","41.0"
"9","2016","6","Madhya Pradesh","Chhindwara","45.0","8.64","192.0"
"9","2017","6","Madhya Pradesh","Chhindwara","47.6","9.6","202.0"
"10","1990","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","1991","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","1992","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","1993","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","1994","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","1995","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","1996","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","1997","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","1998","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","1999","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","2000","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","2001","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","2002","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","2003","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","2004","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","2005","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","2006","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","2007","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","2008","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","2009","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","2010","6","Madhya Pradesh","Narsinghpur","-1.0","-1.0","-1.0"
"10","2011","6","Madhya Pradesh","Narsinghpur","-1.0","-1.0","-1.0"
"10","2012","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","2013","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","2014","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","2015","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","2016","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"10","2017","6","Madhya Pradesh","Narsinghpur","0.0","0.0","0.0"
"11","1990","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","1991","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","1992","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","1993","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","1994","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","1995","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","1996","6","Madhya Pradesh","Seoni","0.1","0.02","200.0"
"11","1997","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","1998","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","1999","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","2000","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","2001","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","2002","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","2003","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","2004","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","2005","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","2006","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","2007","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","2008","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","2009","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","2010","6","Madhya Pradesh","Seoni","-1.0","-1.0","-1.0"
"11","2011","6","Madhya Pradesh","Seoni","-1.0","-1.0","-1.0"
"11","2012","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","2013","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","2014","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","2015","6","Madhya Pradesh","Seoni","1.0","0.0","0.0"
"11","2016","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"11","2017","6","Madhya Pradesh","Seoni","0.0","0.0","0.0"
"12","1990","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","1991","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","1992","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","1993","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","1994","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","1995","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","1996","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","1997","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","1998","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","1999","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","2000","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","2001","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","2002","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","2003","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","2004","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","2005","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","2006","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","2007","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","2008","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","2009","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","2010","6","Madhya Pradesh","Mandla","-1.0","-1.0","-1.0"
"12","2011","6","Madhya Pradesh","Mandla","-1.0","-1.0","-1.0"
"12","2012","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","2013","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","2014","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","2015","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","2016","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"12","2017","6","Madhya Pradesh","Mandla","0.0","0.0","0.0"
"13","1990","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","1991","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","1992","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","1993","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","1994","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","1995","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","1996","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","1997","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","1998","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","1999","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","2000","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","2001","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","2002","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","2003","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","2004","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","2005","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","2006","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","2007","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","2008","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","2009","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","2010","6","Madhya Pradesh","Sagar","-1.0","-1.0","-1.0"
"13","2011","6","Madhya Pradesh","Sagar","-1.0","-1.0","-1.0"
"13","2012","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","2013","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","2014","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","2015","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","2016","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"13","2017","6","Madhya Pradesh","Sagar","0.0","0.0","0.0"
"14","1990","6","Madhya Pradesh","Damoh","0.0","0.0","0.0"
"14","1991","6","Madhya Pradesh","Damoh","0.0","0.0","0.0"
"14","1992","6","Madhya Pradesh","Damoh","0.0","0.0","0.0"
"14","1993","6","Madhya Pradesh","Damoh","0.0","0.0","0.0"
"14","1994","6","Madhya Pradesh","Damoh","0.0","0.0","0.0"
"14","1995","6","Madhya Pradesh","Damoh","0.0","0.0","0.0"
"14","1996","6","Madhya Pradesh","Damoh","0.0","0.0","0.0"
"14","1997","6","Madhya Pradesh","Damoh","0.0","0.0","0.0"
"14","1998","6","Madhya Pradesh","Damoh","0.0","0.0","0.0"
"14","1999","6","Madhya Pradesh","Damoh","0.0","0.0","0.0"
"14","2000","6","Madhya Pradesh","Damoh","0.0","0.0","0.0"
"14","2001","6","Madhya Pradesh","Damoh","0.0","0.0","0.0"
"14","2002","6","Madhya Pradesh","Damoh","0.0","0.0","0.0"
"14","2003","6","Madhya Pradesh","Damoh","0.0","0.0","0.0"
"14","2004","6","Madhya Pradesh","Damoh","0.0","0.0","0.0"
